500;80;0
370,693;79,7828;0,1
275,936;79,213;0,2
206,849;78,392;0,3
156,483;77,396;0,4
119,641;76,2807;0,5
92,538;75,0861;0,6
72,4546;73,8411;0,7
57,4498;72,5662;0,8
46,1408;71,2761;0,9
37,5403;69,9812;1
30,9406;68,6891;1,1
25,8319;67,4051;1,2
21,8441;66,1333;1,3
18,707;64,8762;1,4
16,2217;63,6358;1,5
14,2409;62,4137;1,6
12,6545;61,2107;1,7
11,3798;60,0274;1,8
10,3543;58,8643;1,9
9,5304;57,7216;2
8,87198;56,5995;2,1
8,3514;55,4978;2,2
7,94763;54,4166;2,3
7,64482;53,3557;2,4
7,43124;52,3149;2,5
7,29846;51,2941;2,6
7,24089;50,2931;2,7
7,25533;49,3115;2,8
7,34082;48,3491;2,9
7,49841;47,4058;3
7,73125;46,4813;3,1
8,04462;45,5752;3,2
8,4461;44,6875;3,3
8,94588;43,8179;3,4
9,55714;42,9661;3,5
10,2966;42,132;3,6
11,1852;41,3155;3,7
12,249;40,5163;3,8
13,5205;39,7345;3,9
15,0398;38,9699;4
16,8567;38,2226;4,1
19,0332;37,4926;4,2
21,6464;36,78;4,3
24,7922;36,0852;4,4
28,5905;35,4083;4,5
33,1916;34,75;4,6
38,784;34,1109;4,7
45,6048;33,4917;4,8
53,9524;32,8938;4,9
64,2036;32,3185;5
76,834;31,7678;5,1
92,4447;31,244;5,2
111,795;30,7502;5,3
135,842;30,2905;5,4
165,79;29,8697;5,5
203,149;29,4942;5,6
249,798;29,1723;5,7
308,054;28,9142;5,8
380,736;28,7333;5,9
471,205;28,6464;6
583,35;28,6754;6,1
721,478;28,8481;6,2
890,004;29,1999;6,3
1092,86;29,776;6,4
1332,44;30,6332;6,5
1607,96;31,8418;6,6
1913,11;33,4858;6,7
2233,3;35,6602;6,8
2543,23;38,4614;6,9
2806,41;41,9666;7
2979,25;46,1991;7,1
3021,45;51,0834;7,2
2911,06;56,4085;7,3
2657,08;61,8311;7,4
2300,07;66,9403;7,5
1897,83;71,3653;7,6
1504,88;74,8706;7,7
1157,91;77,3876;7,8
872,892;78,9826;7,9
650,244;79,7974;8
482,006;79,9955;8,1
357,461;79,7288;8,2
266,28;79,1235;8,3
199,816;78,2776;8,4
151,349;77,2644;8,5
115,875;76,1375;8,6
89,7575;74,9354;8,7
70,3852;73,6858;8,8
55,8965;72,4084;8,9
44,9644;71,1172;9
36,6413;69,8224;9,1
30,2476;68,531;9,2
25,2931;67,2484;9,3
21,4218;65,9782;9,4
18,3737;64,7231;9,5
15,9569;63,4849;9,6
14,0295;62,2651;9,7
12,485;61,0645;9,8
11,2437;59,8837;9,9
10,245;58,7231;10
9,44302;57,5829;10,1
8,80273;56,4633;10,2
8,2974;55,3641;10,3
7,9067;54,2854;10,4
7,61535;53,227;10,5
7,41203;52,1887;10,6
7,2887;51,1703;10,7
7,24008;50,1716;10,8
7,26325;49,1924;10,9
7,35749;48,2325;11
7,52413;47,2914;11,1
7,76656;46,3692;11,2
8,09033;45,4654;11,3
8,50333;44,5799;11,4
9,01609;43,7125;11,5
9,6422;42,8629;11,6
10,3988;42,031;11,7
11,3076;41,2166;11,8
12,3951;40,4195;11,9
13,6949;39,6398;12
15,248;38,8774;12,1
17,1058;38,1322;12,2
19,3318;37,4043;12,3
22,0051;36,6939;12,4
25,2244;36,0012;12,5
29,113;35,3267;12,6
33,8255;34,6707;12,7
39,5556;34,0339;12,8
46,5472;33,4173;12,9
55,1076;32,8221;13
65,6244;32,2497;13,1
78,5872;31,7022;13,2
94,6145;31,1819;13,3
114,488;30,6921;13,4
139,191;30,2368;13,5
169,965;29,8212;13,6
208,36;29,4519;13,7
256,305;29,1372;13,8
316,176;28,8879;13,9
390,857;28,7175;14
483,776;28,6437;14,1
598,884;28,6888;14,2
740,519;28,8814;14,3
913,079;29,2582;14,4
1120,37;29,8656;14,5
1364,5;30,7621;14,6
1644,14;32,0195;14,7
1952,11;33,7236;14,8
2272,63;35,9701;14,9
2578,96;38,8545;15
2833,4;42,4495;15,1
2992,09;46,7688;15,2
3016,13;51,7215;15,3
2886,88;57,0792;15,4
2617,5;62,4855;15,5
