500;150;0
389,632;149,655;0,1
304,611;148,732;0,2
239,518;147,373;0,3
189,778;145,694;0,4
151,727;143,783;0,5
122,524;141,707;0,6
100,004;139,518;0,7
82,5378;137,254;0,8
68,9067;134,942;0,9
58,1995;132,606;1
49,7351;130,26;1,1
43,003;127,917;1,2
37,6194;125,586;1,3
33,294;123,274;1,4
29,807;120,985;1,5
26,9904;118,724;1,6
24,716;116,493;1,7
22,8853;114,295;1,8
21,4225;112,131;1,9
20,2696;110,002;2
19,3823;107,91;2,1
18,727;105,853;2,2
18,2792;103,834;2,3
18,0214;101,852;2,4
17,9427;99,907;2,5
18,0371;97,9991;2,6
18,3041;96,1284;2,7
18,748;94,2947;2,8
19,3776;92,498;2,9
20,2073;90,7382;3
21,2568;89,0151;3,1
22,5522;87,3289;3,2
24,1268;85,6796;3,3
26,0228;84,0672;3,4
28,2923;82,492;3,5
31,0001;80,9543;3,6
34,2259;79,4548;3,7
38,0682;77,994;3,8
42,6479;76,5729;3,9
48,1144;75,1928;4
54,6516;73,8552;4,1
62,4867;72,5622;4,2
71,9;71,3164;4,3
83,238;70,121;4,4
96,9286;68,98;4,5
113,5;67,8986;4,6
133,604;66,8829;4,7
158,04;65,941;4,8
187,79;65,0826;4,9
224,048;64,32;5
268,255;63,6683;5,1
322,131;63,1466;5,2
387,693;62,7786;5,3
467,251;62,5935;5,4
563,356;62,6281;5,5
678,674;62,9277;5,6
815,741;63,5482;5,7
976,534;64,5579;5,8
1161,81;66,0392;5,9
1370,14;68,0891;6
1596,73;70,8175;6,1
1832,01;74,3419;6,2
2060,65;78,774;6,3
2261,48;84,1969;6,4
2409,37;90,6308;6,5
2479,76;97,9904;6,6
2455,39;106,049;6,7
2332,93;114,432;6,8
2125,96;122,658;6,9
1861,97;130,229;7
1574,15;136,735;7,1
1292,38;141,927;7,2
1037,45;145,736;7,3
819,812;148,237;7,4
641,669;149,592;7,5
500,071;149,999;7,6
389,689;149,655;7,7
304,656;148,731;7,8
239,553;147,373;7,9
