500;150;0
487,655;149,996;0,01
475,617;149,985;0,02
463,879;149,967;0,03
452,436;149,942;0,04
441,282;149,91;0,05
430,41;149,872;0,06
419,815;149,827;0,07
409,49;149,776;0,08
399,43;149,718;0,09
389,629;149,655;0,1
380,081;149,586;0,11
370,78;149,512;0,12
361,721;149,432;0,13
352,898;149,346;0,14
344,305;149,256;0,15
335,937;149,161;0,16
327,788;149,06;0,17
319,854;148,955;0,18
312,128;148,846;0,19
304,606;148,732;0,2
297,283;148,613;0,21
290,153;148,491;0,22
283,211;148,364;0,23
276,454;148,233;0,24
269,875;148,099;0,25
263,472;147,961;0,26
257,238;147,819;0,27
251,169;147,674;0,28
245,262;147,525;0,29
239,512;147,373;0,3
233,914;147,218;0,31
228,465;147,06;0,32
223,161;146,899;0,33
217,998;146,734;0,34
212,972;146,568;0,35
208,079;146,398;0,36
203,316;146,226;0,37
198,68;146,051;0,38
194,166;145,874;0,39
189,772;145,694;0,4
185,493;145,512;0,41
181,328;145,328;0,42
177,273;145,142;0,43
173,325;144,953;0,44
169,481;144,763;0,45
165,738;144,57;0,46
162,093;144,376;0,47
158,544;144,18;0,48
155,087;143,982;0,49
151,722;143,783;0,5
148,444;143,582;0,51
145,251;143,379;0,52
142,142;143,175;0,53
139,114;142,969;0,54
136,164;142,762;0,55
133,29;142,554;0,56
130,491;142,344;0,57
127,764;142,133;0,58
125,107;141,921;0,59
122,519;141,707;0,6
119,997;141,493;0,61
117,539;141,277;0,62
115,145;141,061;0,63
112,811;140,843;0,64
110,536;140,624;0,65
108,32;140,405;0,66
106,159;140,184;0,67
104,053;139,963;0,68
102;139,741;0,69
99,9993;139,518;0,7
98,0482;139,295;0,71
96,146;139,07;0,72
94,2913;138,845;0,73
92,4828;138,62;0,74
90,7193;138,393;0,75
88,9994;138,167;0,76
87,3221;137,939;0,77
85,6861;137,711;0,78
84,0904;137,483;0,79
82,5338;137,254;0,8
81,0154;137,024;0,81
79,534;136,794;0,82
78,0886;136,564;0,83
76,6784;136,333;0,84
75,3023;136,102;0,85
73,9595;135,871;0,86
72,649;135,639;0,87
71,37;135,407;0,88
70,1217;135,175;0,89
68,9032;134,943;0,9
67,7138;134,71;0,91
66,5527;134,477;0,92
65,419;134,243;0,93
64,3123;134,01;0,94
63,2316;133,776;0,95
62,1763;133,543;0,96
61,1458;133,309;0,97
60,1394;133,074;0,98
59,1565;132,84;0,99
58,1965;132,606;1
57,2588;132,372;1,01
56,3427;132,137;1,02
55,4479;131,903;1,03
54,5736;131,668;1,04
53,7195;131,433;1,05
52,8849;131,199;1,06
52,0694;130,964;1,07
51,2724;130,73;1,08
50,4936;130,495;1,09
49,7325;130,26;1,1
48,9886;130,026;1,11
48,2614;129,791;1,12
47,5507;129,557;1,13
46,8559;129,322;1,14
46,1766;129,088;1,15
45,5126;128,854;1,16
44,8633;128,619;1,17
44,2285;128,385;1,18
43,6077;128,151;1,19
43,0008;127,917;1,2
42,4072;127,684;1,21
41,8267;127,45;1,22
41,2589;127,216;1,23
40,7037;126,983;1,24
40,1605;126,75;1,25
39,6293;126,517;1,26
39,1096;126,284;1,27
38,6012;126,051;1,28
38,1039;125,819;1,29
37,6174;125,586;1,3
37,1413;125,354;1,31
36,6756;125,122;1,32
36,2199;124,89;1,33
35,774;124,659;1,34
35,3377;124,427;1,35
34,9107;124,196;1,36
34,4929;123,965;1,37
34,084;123,734;1,38
33,6839;123,504;1,39
33,2923;123,274;1,4
32,909;123,044;1,41
32,5338;122,814;1,42
32,1667;122,584;1,43
31,8073;122,355;1,44
31,4556;122,126;1,45
31,1113;121,897;1,46
30,7743;121,669;1,47
30,4444;121,441;1,48
30,1215;121,213;1,49
29,8054;120,985;1,5
29,4959;120,758;1,51
29,1931;120,531;1,52
28,8966;120,304;1,53
28,6063;120,077;1,54
28,3222;119,851;1,55
28,044;119,625;1,56
27,7718;119,399;1,57
27,5053;119,174;1,58
27,2444;118,949;1,59
26,989;118,724;1,6
26,739;118,499;1,61
26,4943;118,275;1,62
26,2548;118,051;1,63
26,0203;117,828;1,64
25,7908;117,605;1,65
25,5662;117,382;1,66
25,3464;117,159;1,67
25,1313;116,937;1,68
24,9207;116,715;1,69
24,7147;116,493;1,7
24,5131;116,272;1,71
24,3158;116,051;1,72
24,1228;115,83;1,73
23,9339;115,61;1,74
23,7491;115,39;1,75
23,5684;115,17;1,76
23,3916;114,951;1,77
23,2186;114,732;1,78
23,0495;114,513;1,79
22,8841;114,295;1,8
22,7223;114,077;1,81
22,5642;113,86;1,82
22,4096;113,642;1,83
22,2585;113,425;1,84
22,1107;113,209;1,85
21,9664;112,993;1,86
21,8253;112,777;1,87
21,6875;112,561;1,88
21,5529;112,346;1,89
21,4214;112,131;1,9
21,293;111,917;1,91
21,1676;111,703;1,92
21,0453;111,489;1,93
20,9258;111,275;1,94
20,8093;111,062;1,95
20,6956;110,85;1,96
20,5848;110,637;1,97
20,4767;110,425;1,98
20,3713;110,214;1,99
20,2686;110,002;2
20,1685;109,791;2,01
20,0711;109,581;2,02
19,9762;109,371;2,03
19,8839;109,161;2,04
19,7941;108,951;2,05
19,7067;108,742;2,06
19,6218;108,534;2,07
19,5392;108,325;2,08
19,4591;108,117;2,09
19,3813;107,91;2,1
19,3058;107,702;2,11
19,2326;107,495;2,12
19,1616;107,289;2,13
19,0929;107,083;2,14
19,0264;106,877;2,15
18,962;106,671;2,16
18,8999;106,466;2,17
18,8398;106,262;2,18
18,7819;106,057;2,19
18,726;105,853;2,2
18,6723;105,65;2,21
18,6205;105,447;2,22
18,5708;105,244;2,23
18,5231;105,041;2,24
18,4774;104,839;2,25
18,4337;104,637;2,26
18,392;104,436;2,27
18,3521;104,235;2,28
18,3142;104,034;2,29
18,2782;103,834;2,3
18,2441;103,634;2,31
18,2119;103,435;2,32
18,1816;103,236;2,33
18,1531;103,037;2,34
18,1265;102,838;2,35
18,1016;102,64;2,36
18,0787;102,443;2,37
18,0575;102,245;2,38
18,0381;102,048;2,39
18,0205;101,852;2,4
18,0047;101,656;2,41
17,9907;101,46;2,42
17,9785;101,265;2,43
17,968;101,069;2,44
17,9592;100,875;2,45
17,9523;100,68;2,46
17,947;100,487;2,47
17,9435;100,293;2,48
17,9418;100,1;2,49
17,9417;99,9069;2,5
17,9434;99,7144;2,51
17,9469;99,5224;2,52
17,952;99,3306;2,53
17,9589;99,1393;2,54
17,9675;98,9483;2,55
17,9778;98,7577;2,56
17,9898;98,5675;2,57
18,0036;98,3776;2,58
18,019;98,1882;2,59
18,0362;97,999;2,6
18,0551;97,8103;2,61
18,0757;97,6219;2,62
18,0981;97,4339;2,63
18,1222;97,2463;2,64
18,148;97,059;2,65
18,1756;96,8722;2,66
18,2048;96,6856;2,67
18,2359;96,4995;2,68
18,2687;96,3137;2,69
18,3032;96,1283;2,7
18,3396;95,9433;2,71
18,3776;95,7586;2,72
18,4175;95,5743;2,73
18,4591;95,3904;2,74
18,5026;95,2069;2,75
18,5478;95,0237;2,76
18,5949;94,8409;2,77
18,6438;94,6584;2,78
18,6945;94,4763;2,79
18,747;94,2946;2,8
18,8014;94,1133;2,81
18,8577;93,9323;2,82
18,9159;93,7517;2,83
18,9759;93,5715;2,84
19,0379;93,3917;2,85
19,1017;93,2122;2,86
19,1675;93,0331;2,87
19,2353;92,8543;2,88
19,305;92,6759;2,89
19,3767;92,4979;2,9
19,4504;92,3203;2,91
19,5261;92,143;2,92
19,6038;91,9661;2,93
19,6836;91,7896;2,94
19,7654;91,6134;2,95
19,8493;91,4376;2,96
19,9354;91,2622;2,97
20,0235;91,0871;2,98
20,1138;90,9124;2,99
20,2063;90,7381;3
20,301;90,5641;3,01
20,3979;90,3905;3,02
20,497;90,2173;3,03
20,5984;90,0445;3,04
20,7021;89,872;3,05
20,8081;89,6999;3,06
20,9164;89,5281;3,07
21,0271;89,3567;3,08
21,1402;89,1857;3,09
21,2558;89,0151;3,1
21,3737;88,8448;3,11
21,4942;88,6749;3,12
21,6172;88,5053;3,13
21,7427;88,3362;3,14
21,8708;88,1674;3,15
22,0015;87,9989;3,16
22,1348;87,8308;3,17
22,2709;87,6631;3,18
22,4096;87,4958;3,19
22,5511;87,3288;3,2
22,6954;87,1623;3,21
22,8425;86,996;3,22
22,9924;86,8302;3,23
23,1453;86,6647;3,24
23,3011;86,4996;3,25
23,4599;86,3348;3,26
23,6217;86,1704;3,27
23,7866;86,0064;3,28
23,9546;85,8428;3,29
24,1257;85,6795;3,3
24,3001;85,5166;3,31
24,4777;85,354;3,32
24,6586;85,1919;3,33
24,8428;85,0301;3,34
25,0305;84,8687;3,35
25,2216;84,7076;3,36
25,4162;84,5469;3,37
25,6144;84,3866;3,38
25,8161;84,2267;3,39
26,0216;84,0671;3,4
26,2308;83,9079;3,41
26,4437;83,7491;3,42
26,6605;83,5906;3,43
26,8812;83,4325;3,44
27,1059;83,2748;3,45
27,3346;83,1175;3,46
27,5674;82,9605;3,47
27,8044;82,8039;3,48
28,0455;82,6477;3,49
28,291;82,4919;3,5
28,5409;82,3364;3,51
28,7952;82,1814;3,52
29,054;82,0266;3,53
29,3174;81,8723;3,54
29,5855;81,7184;3,55
29,8583;81,5648;3,56
30,136;81,4116;3,57
30,4185;81,2588;3,58
30,7061;81,1063;3,59
30,9987;80,9543;3,6
31,2965;80,8026;3,61
31,5995;80,6513;3,62
31,9079;80,5004;3,63
32,2218;80,3498;3,64
32,5411;80,1997;3,65
32,8661;80,0499;3,66
33,1968;79,9005;3,67
33,5334;79,7515;3,68
33,8759;79,6029;3,69
34,2244;79,4547;3,7
34,5791;79,3068;3,71
34,94;79,1594;3,72
